** Do not manually edit this file! **

MAXLEVEL 50

LEVEL 1
	B1 AB IF IF RB RB RB RB RB IF IF AB B2 
	AB IF IF RB NB NB F2 NB NB RB IF IF AB 
	IF IF RB NB NB PB PB PB NB NB RB IF IF 
	IF RB NB NB PB NB NB NB PB NB NB RB IF 
	RB NB NB PB NB NB LB NB NB PB NB NB RB 
	RB NB PB NB NB F1 B5 F1 NB NB PB F2 RB 
	RB F2 NB PB NB NB LB NB NB PB NB NB RB 
	IF RB NB NB PB NB NB NB PB NB NB RB IF 
	IF IF RB NB NB PB PB PB NB NB RB IF IF 
	AB IF IF RB NB NB F2 NB NB RB IF IF AB 
	B4 AB IF IF RB RB RB RB RB IF IF AB B3 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 2
	IF IF AB IF IF IF AB IF IF IF AB IF IF 
	IF F2 F2 F2 F2 F2 F2 F2 F2 F2 F2 F2 IF 
	IF F2 NB NB NB NB NB NB NB NB NB F2 AB 
	IF F2 NB TB TB NB CB NB TB TB NB F2 IF 
	AB F2 NB TB LB NB CB NB TB LB NB F2 IF 
	IF F2 NB NB NB NB CB NB NB NB NB F2 IF 
	IF F2 IF NB NB CB CB CB NB NB IF F2 AB 
	IF F2 NB IF NB NB NB NB NB IF NB F2 IF 
	AB F2 NB NB B1 B2 B3 B4 B5 NB NB F2 IF 
	IF F2 F2 F2 F2 F2 F2 F2 F2 F2 F2 F2 IF 
	IF IF AB IF IF IF AB IF IF IF AB IF IF 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 3
	ID ID IF ID IF ID ID NB NB RB RW YB RW 
	ID B5 IF ID IF B4 ID NB NB RB BB BS BB 
	ID ID ID ID ID ID ID NB NB NB RB RB RB 
	RB RB RB RB LB ID NB NB NB NB NB NB NB 
	NB PB PB PB ID ID IF ID IF ID ID NB NB 
	NB NB GB GB ID B3 IF ID IF B2 ID NB NB 
	SB SB NB CB ID ID ID ID ID ID ID NB NB 
	F1 FB F1 NB NB RB RB RB RB LB ID NB NB 
	FB F2 FB NB NB NB PB PB PB ID ID NB ID 
	F1 FB F1 SB NB NB NB GB GB ID B1 IF ID 
	FB F2 FB SB NB NB NB NB CB ID ID ID ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 4
	ID ID ID ID ID ID IF ID ID ID ID ID ID 
	ID IS IF IS ID IS IF IS ID IS IF IS ID 
	ID IF ID IF ID IF ID IF ID IF ID IF ID 
	ID IS FB IS ID IS ID IS ID IS FB IS ID 
	ID IF YB IF YB IF ID IF YB IF YB IF ID 
	ID IF RB PB ID ID LB ID ID PB RB IF ID 
	ID IF FB IF IF SB SB SB IF IF FB IF ID 
	ID PB CB ID GB ID ID ID GB ID CB PB ID 
	ID CB ID GB PB RB BB RB PB GB ID CB ID 
	ID ID GB PB RB RB BS RB RB PB GB ID ID 
	ID GB F2 RB RB RB BB RB RB RB F2 GB ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 5
	B1 SB RE B2 BB BS B3 BS BB B4 RE SB B5 
	RB RB RB PB PB RB RB RB PB PB RB RB RB 
	PB PB PB TB TB PB PB PB TB TB PB PB PB 
	TB TB TB NB NB TB TB TB NB NB TB TB TB 
	GB CB GB NB NB GB CB GB NB NB GB CB GB 
	YB GB YB NB NB YB GB YB NB NB YB GB YB 
	NB YB NB NB NB NB YB NB NB NB NB YB NB 
	NB F2 NB NB NB NB F2 NB NB NB NB F2 NB 
	F2 NB F2 NB NB F2 NB F2 NB NB F2 NB F2 
	NB LB NB IF IF NB LB NB IF IF NB LB NB 
	ID ID ID IF IF ID ID ID IF IF ID ID ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 6
	B2 ID ID ID ID ID B5 ID ID ID ID ID B2 
	ID IF IF IF IF IF ID IF IF IF IF IF ID 
	ID SB IF IF IF IF B3 IF IF IF IF SB ID 
	ID SB B1 IF IF ID IF ID IF IF B1 SB ID 
	ID SB YB B2 IF ID IF ID IF B2 YB SB ID 
	ID SB SB YB B1 ID IF ID B1 YB SB SB ID 
	ID PB SB SB YB ID IF ID YB SB SB PB ID 
	ID PB PB SB SB ID IF ID SB SB PB PB ID 
	ID IS PB PB SB ID IF ID SB PB PB IS ID 
	ID B5 IS PB PB ID B4 ID PB PB IS B5 ID 
	ID YB ID ID ID ID B4 ID ID ID ID YB ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 7
	LB NB NB NB ID NB NB NB ID NB NB NB LB 
	NB NB NB ID NB NB IF NB NB ID NB NB NB 
	NB NB ID NB NB IF IF IF NB NB ID NB NB 
	NB ID NB NB IF IF NB IF IF NB NB ID NB 
	ID NB NB IF IF NB NB NB IF IF NB NB ID 
	NB NB IF IF NB NB NB NB NB IF IF NB NB 
	NB IF IF NB NB NB RB NB NB NB IF IF NB 
	IF IF NB NB NB RB PB RB NB NB NB IF IF 
	ID ID ID ID ID ID ID ID ID ID ID ID ID 
	ID NB B1 NB B2 NB B3 NB B4 NB B5 NB ID 
	RW RW RW RW RW RW RW RW RW RW RW RW RW 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 8
	ID YB ID GB ID CB ID TB ID PB ID RB ID 
	YB RW GB NB CB NB TB NB PB NB RB NB FB 
	ID GB F2 CB NB TB NB PB NB RB NB NB FB 
	GB NB CB F1 TB NB PB NB RB NB NB NB FB 
	ID CB NB TB LB PB NB RB NB NB NB NB FB 
	CB NB TB NB PB BS RB NB NB NB ID B1 ID 
	ID TB NB PB NB RB BB NB NB NB ID B2 ID 
	TB NB PB NB RB NB NB RE NB NB ID B3 ID 
	ID PB NB RB NB NB NB NB IF NB ID B4 ID 
	PB NB RB NB NB NB NB NB NB IF ID B5 ID 
	ID RB NB NB NB NB NB NB NB NB ID ID ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 9
	ID IF ID IF ID IF ID IF ID IF ID IF ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB BB NB BS NB BB NB BS NB BB NB BS NB 
	NB F2 NB F2 NB F2 NB F2 NB F2 NB F2 NB 
	NB B1 NB B2 NB B3 NB B4 NB B5 NB LB NB 
	NB TB NB TB NB TB NB TB NB TB NB TB NB 
	NB IF NB IF NB IF NB IF NB IF NB IF NB 
	NB CB NB CB NB CB NB CB NB CB NB CB NB 
	NB GB NB GB NB GB NB GB NB GB NB GB NB 
	NB PB NB PB NB PB NB PB NB PB NB PB NB 
	NB RB NB RB NB RB NB RB NB RB NB RB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 10
	NB NB NB NB RB RB RB NB NB NB NB NB NB 
	NB NB NB RB RB RB RB RB NB NB NB NB NB 
	NB NB NB RB RB RB RB RB NB NB NB NB NB 
	NB RB RB NB RB B3 RB NB RB RB NB NB NB 
	RB RB RB RB B2 B5 IF RB RB RB RB NB NB 
	RB RB RB B1 B4 IF IF IF RB RB RB NB NB 
	RB RB RB RB IF IF IF RB RB RB RB NB NB 
	NB RB RB NB RB IF RB NB RB RB NB NB NB 
	NB NB NB RB RB RB RB RB GB GB GB NB NB 
	NB NB NB RB RB RB RB RB NB NB GB GB GB 
	NB NB NB NB RB RB RB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 11
	TB TB TB TB TB TB TB TB TB TB TB TB TB 
	ID IF IF IF B1 F2 ID F2 B5 IF IF IF ID 
	CB CB CB CB CB CB CB CB CB CB CB CB CB 
	ID NB NB RE NB NB B3 NB NB RE NB NB ID 
	YB YB YB YB YB YB YB YB YB YB YB YB YB 
	ID NB LB NB ID F2 B4 F2 ID NB LB NB ID 
	GB GB GB GB GB GB GB GB GB GB GB GB GB 
	ID NB NB BB NB NB B2 NB NB BB NB NB ID 
	PB PB PB PB PB PB PB PB PB PB PB PB PB 
	ID IF IF IF IF IF ID IF IF IF IF IF ID 
	RB RB RB RB RB RB RB RB RB RB RB RB RB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 12
	ID ID ID ID ID ID ID ID ID ID ID ID ID 
	ID IF IF IF IF IF IF IF IF IF ID IF ID 
	ID ID IF IF IF IF IF IF IF IF IF IF ID 
	ID IF IF ID ID ID ID ID ID ID IF IF ID 
	ID IF IF ID IF IF IF IF IF ID IF IF ID 
	ID IF IF ID ID IF IF IF IF ID IF IF ID 
	ID IF IF ID IF IF ID YB IF ID IF IF ID 
	ID IF IF ID IF IF ID ID ID ID IF IF ID 
	ID IF IF ID IF IF IF IF IF IF IF ID ID 
	ID IF IF ID IF ID IF IF IF IF IF IF ID 
	ID ID IF ID ID ID ID ID ID ID ID ID ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 13
	YB IF IF TB IF IF CB IF IF GB IF IF PB 
	IF NB TB NB NB CB NB NB GB NB NB PB IF 
	IF TB NB NB CB NB NB GB NB NB PB NB IF 
	TB NB NB CB NB NB GB NB NB PB NB NB RB 
	IF NB CB NB NB GB NB NB PB NB NB RB IF 
	IF CB NB NB GB NB NB PB NB NB RB NB IF 
	CB NB NB GB NB NB PB NB NB RB NB NB YB 
	IF NB GB NB NB PB NB NB RB NB NB YB IF 
	IF GB NB NB PB NB NB RB NB NB YB NB IF 
	GB NB NB PB NB NB RB NB NB YB NB NB TB 
	IF IF PB IF IF RB IF IF YB IF IF TB IF 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 14
	ID ID ID ID ID ID GB ID ID ID ID ID ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID LB LB LB LB LB LB LB LB LB LB LB ID 
	ID ID ID ID ID ID ID ID ID ID ID ID ID 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 
	NB NB NB NB NB NB NB NB NB NB NB NB NB 

LEVEL 15
	RB RB RB IF GB GB GB IS PB PB PB IF CB 
	RB LB YB IF GB LB YB IS PB LB YB IF CB 
	RB NB YB IF GB NB YB IS PB NB YB IF CB 
	RB NB YB IF GB NB YB IS PB NB YB IF CB 
	RB NB YB IF GB NB YB IS PB NB YB IF CB 
	RB NB YB IF GB NB YB IS PB NB YB IF CB 
	RB NB YB IF GB NB YB IS PB NB YB IF CB 
	RB NB YB IF GB NB YB IS PB NB YB IF CB 
