** Do not manually edit this file! **

MAXLEVEL 50

LEVEL 1
SPEED 25
NAME The first
	ID ID ID ID ID ID ID ID ID ID ID ID ID 
	ID YB YB YB YB YB YB YB YB YB YB YB ID 
	ID PB SS PB SS PB YB PB SS PB SS PB ID 
	ID TB TB TB TB TB YB TB TB TB TB TB ID 
	ID GB GB GB GB GB YB GB GB GB GB GB ID 
	ID NB NB NB NB NB NB NB NB NB NB NB ID 
	ID NB NB NB NB NB NB NB NB NB NB NB ID 
	ID NB NB NB NB NB NB NB NB NB NB NB ID 
	ID NB NB NB NB NB NB NB NB NB NB NB ID 
	ID NB NB NB NB NB NB NB NB NB NB NB ID 
	ID NB NB NB NB NB NB NB NB NB NB NB ID 

LEVEL 2
SPEED 15
NAME Whirly Balls
	AB NB NB NB AB NB PB RB NB NB NB NB NB 
	NB NB NB NB NB NB NB PB RB NB NB NB NB 
	NB NB NB NB NB NB NB PB RB NB NB NB AB 
	NB NB RB RB RB NB AB PB RB NB NB NB NB 
	NB RB PB PB PB RB PB RB AB NB NB NB PB 
	RB PB NB NB NB PB SF PB NB NB NB PB RB 
	PB NB NB NB AB RB PB RB PB PB PB RB NB 
	NB NB NB NB RB PB AB NB RB RB RB NB NB 
	AB NB NB NB RB PB NB NB NB NB NB NB NB 
	NB NB NB NB RB PB NB NB NB NB NB NB NB 
	NB NB NB NB NB RB PB NB AB NB NB NB AB 

LEVEL 3
SPEED 15
NAME Every Rose has a Thorn
	NB NB NB NB RB SF RB NB NB NB NB NB NB 
	NB NB NB RB RB SF RB RB NB NB NB NB NB 
	NB NB AB RB RB SF RB RB AB NB NB NB NB 
	NB RB RB AB RB B3 RB AB RB RB NB NB NB 
	RB SF RB RB B2 B5 IF RB RB SF RB NB NB 
	RB SF RB B1 B4 IF IF IF RB SF RB NB NB 
	RB SF RB RB IF IF IF RB RB SF RB NB NB 
	NB RB RB AB RB IF RB AB RB RB NB NB NB 
	NB NB AB RB RB SF RB RB AB GB GB NB NB 
	NB NB NB RB RB SF RB RB NB NB GB GB GB 
	NB NB NB NB RB SF RB NB NB NB NB NB NB 

LEVEL 4
SPEED 15
NAME The point of life
	MB MB MB MB MB MB MB MB MB MB MB MB MB 
	YB AB AB AB AB MB IF MB AB AB AB AB YB 
	CB CB CB CB CB IF LB IF CB CB CB CB CB 
	GB GB GB GB IF IF IF IF IF GB GB GB GB 
	PB PB PB IF IF IF RB IF IF IF PB PB PB 
	RB RB IF IF IF RB RB RB IF IF IF RB RB 
	TB IF IF IF RB RB RB RB RB IF IF IF TB 
	TB IF IF RB RB RB RB RB RB RB IF IF TB 
	T5 T5 T5 IF IF RB RB RB IF IF T5 T5 T5 
	T5 RB T5 IF IF RB SF RB IF IF T5 RB T5 
	T5 T5 T5 CB ID CB T5 CB ID CB T5 T5 T5 

LEVEL 5
SPEED 15
NAME Lotta Balls
	ID ID ID ID ID ID IF ID ID ID ID ID ID 
	ID IF IF IF AB AB IF AB AB IF IF IF ID 
	ID IF AB AB MB AB IF AB MB AB AB IF ID 
	ID IF AB AB AB AB IF AB AB AB AB IF ID 
	ID IF AB AB MB AB IF AB MB AB AB IF ID 
	ID IF IF AB AB AB IF AB AB AB IF IF ID 
	ID IF AB IF MB AB IF AB MB IF AB IF ID 
	ID IF MB AB IF IF IF IF IF AB MB IF ID 
	ID ID IF IF AB IF IF IF AB IF IF ID ID 
	T5 RB ID ID IF IF IF IF IF ID ID RB T5 
	T5 T5 T5 T5 ID ID T5 ID ID T5 T5 T5 T5 

LEVEL 6
SPEED 20
NAME Simple Stripes?
	TB TB TB TB TB TB TB TB TB TB TB TB TB 
	ID IF IF IF B1 F2 ID F2 B5 IF IF IF ID 
	CB CB CB CB CB CB CB CB CB CB CB CB CB 
	ID NB NB RE NB NB B3 NB NB RE NB NB ID 
	YB YB YB YB YB YB YB YB YB YB YB YB YB 
	ID NB LB NB ID F2 B4 F2 ID NB LB NB ID 
	GB GB GB GB GB GB GB GB GB GB GB GB GB 
	ID NB NB BB NB NB B2 NB NB BB NB NB ID 
	PB SS PB SS PB SS PB SS PB SS PB SS PB 
	ID IF IF IF IF IF ID IF IF IF IF IF ID 
	SF RB SF RB SF RB SF RB SF RB SF RB SF 

LEVEL 7
SPEED 15
NAME X marks the spot
	ID ID IF NB NB RB NB RB NB NB IF ID ID 
	ID SF IF NB NB NB RB NB NB NB IF SF ID 
	ID SS IF NB YB NB RB NB YB NB IF SS ID 
	ID SF IF YB AB PB PB PB AB YB IF SF ID 
	ID SS IF NB PB AB RB AB PB NB IF SS ID 
	ID SF IF RB PB RB AB RB PB RB IF SF ID 
	ID SS IF NB PB AB RB AB PB NB IF SS ID 
	ID SF IF YB AB PB PB PB AB YB IF SF ID 
	ID SS IF NB YB NB RB NB YB NB IF SS ID 
	ID SF IF NB NB NB RB NB NB NB IF SF ID 
	ID ID IF OF OF RB OF RB OF OF IF ID ID 

LEVEL 8
SPEED 15
NAME Click,Click Your In!
	ID ID ID ID ID ID ID ID ID ID ID ID ID 
	ID IF IF IF IF AB IF AB IF IF IF IF ID 
